código indicador,indicador de producto,Meta_Limpia,Ejecutado_Acumulado,Presupuesto_Ejecutado_Unificado,Producto_Final,código dependencia responsable (reporte),nombre dependencia responsable (reporte),población objetivo,comunas-corregimientos,pilar o eje plan de desarrollo distrital,presupuesto programado,Resultado_Q1,Resultado_Q2,Resultado_Q3,Resultado_Q4,programa plan de desarrollo distrital,proyectos estratégicos plan de desarrollo distrital,dimensión,subdimensión,componente,producto,tipo de indicador,fórmula de cálculo,variables que componen la fórmula,fuente de datos,unidad de medida del indicador,periodicidad de cálculo del indicador,fecha/periodo de actualización,línea base,año base,unidad de medida de la línea base,Meta_Original,año meta,comportamiento deseado,tipo de acumulación,Observaciones_Q1,Fuente_Q1,Observaciones_Q2,Fuente_Q2,Observaciones_Q3,Fuente_Q3,Observaciones_Q4,Fuente_Q4,sexo,lgbt,rangos etarios,discapacidad,afro,indígena,víctimas,unidad responsable del reporte,código dependencia responsable (misional),nombre dependencia responsable (misional),código del proyecto,nombre del proyecto,meta del proyecto,presupuesto ejecutado,observaciones presupuesto,observaciones seguimiento,unnamed: 56,source_file,source_sheet,producto/accion,fuente de verificación,persona responsable,<<,unnamed: 33,unnamed: 34,presupuesto ejecutado septiembre 30_2025,producto/acción,fuente de verificación.1,fuente de verificación.2,fuente de verificación.3
493,Ejercicios de investigación para la participación desarrollados y/o promovidos ,0.0,0.0,0,Desarrollar y/o promover ejercicios de investigación que favorezcan los procesos de participación ciudadana,712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,0.0,,,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Gobernanza y gobernabilidad,Gestión de la información y el conocimiento,Gestión del conocimiento y la innovación social para la participación,Desarrollar y/o promover ejercicios de investigación que favorezcan los procesos de participación ciudadana,Indicador de Producto,V1,V1:  Número de ejercicios de investigación para la participación desarrollados y/o promovidos ,Instrumentos de registro administrativo de la Unidad de Desarrollo e Innovación de la Secretaría de Participación Ciudadana ,Número,Semestral ,2025-06-30 00:00:00,,,,,2025.0,Incrementar,Flujo,,,,,,,,,,,,,,,,Unidad de Desarrollo e Innovación ,,Secretaría de Participación Ciudadana,240189,Implementación de estrategias de gestión del conocimiento e información en participación,,,,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Ana Puerta,712.0,,,,,,,
494,Procesos de gestión de la información para el ejercicio de la participación ciudadana promovidos ,0.0,0.0,0,"Promover e implementar procesos de gestión de la información que cualifiquen la captura, gestión y análisis de la información para el ejercicio de la participación ciudadana",712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,0.0,,,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Gobernanza y gobernabilidad,Gestión de la información y el conocimiento,Gestión del conocimiento y la innovación social para la participación,"Promover e implementar procesos de gestión de la información que cualifiquen la captura, gestión y análisis de la información para el ejercicio de la participación ciudadana",Indicador de Producto,V1,V1: Número de Procesos de gestión de la información para el ejercicio de la participación ciudadana promovidos ,Instrumentos de registro administrativo de la Unidad de Desarrollo e Innovación de la Secretaría de Participación Ciudadana ,Número,Semestral ,2025-06-30 00:00:00,,,,,2025.0,Incrementar,Flujo,,,,,,,,,,,,,,,,Unidad de Desarrollo e Innovación ,,Secretaría de Participación Ciudadana,240189,Implementación de estrategias de gestión del conocimiento e información en participación,,,,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Ana Puerta,712.0,,,,,,,
495,Procesos de gestión del conocimiento en torno a la participación ciudadana promovidos y/o implementados  ,0.0,0.0,0,"Promover e implementar procesos de gestión del conocimiento para favorecer la capitalización, aprendizaje y apropiación social del conocimiento que fortalezcan la acción individual y colectiva de la ciudadanía en torno a la participación ciudadana",712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,0.0,,,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Gobernanza y gobernabilidad,Gestión de la información y el conocimiento,Gestión del conocimiento y la innovación social para la participación,"Promover e implementar procesos de gestión del conocimiento para favorecer la capitalización, aprendizaje y apropiación social del conocimiento que fortalezcan la acción individual y colectiva de la ciudadanía en torno a la participación ciudadana",Indicador de Producto,V1,V1: Número de procesos de gestión del  conocimiento en torno a la participación ciudadana promovidos y/o implementados  ,Instrumentos de registro administrativo de la Unidad de Desarrollo e Innovación de la Secretaría de Participación Ciudadana ,Número,Semestral ,2025-06-30 00:00:00,,,,,2025.0,Incrementar,Flujo,,,,,,,,,,,,,,,,Unidad de Desarrollo e Innovación ,,Secretaría de Participación Ciudadana,240189,Implementación de estrategias de gestión del conocimiento e información en participación,,,,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Ana Puerta,712.0,,,,,,,
496,Personas capacitadas (usuarios internos y externos) en diferentes temáticas del programa de PDLYPP  ,1000.0,972.0,3913626515,Fortalecer procesos formativos en torno de la Planeación del Desarrollo  Local y Presupuesto participativo,712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,4593932802.0,294,678,,,3.2.3 Transparencia y democratización de la Planeación del Desarrollo Local y el Presupuesto Participativo,No,Agenciamiento y modelos de representación,Habilidades y competencias para el ejercicio de la ciudadanía y los liderazgos,Formación para la ciudadanía activa,Fortalecer procesos formativos en torno de la Planeación del Desarrollo  Local y Presupuesto participativo,Indicador de Producto,V1,V1: Número de personas capacitadas en temas de PDL Y PP,Instrumentos de registro administrativo de la Unidad de Gestión participativa de la Secretaría de Participación Ciudadana ,Número,Semestral ,2025-06-30 00:00:00,1500,2024,Número ,1000,2025.0,Incrementar,Flujo,El avance corresponde a las capacitaciones entorno a las etapas de la ruta y la metodologia aplicar en los talleres de recoleccion de insumos con los enlaces MES y los dinamizadores.,\\nas1\Alcaldia\210-PCIU\21040-S-PPP\U-GestPart-DlloLcal\Cmn-GestPartDlloLcal\PHVA-PL-PP\PHVA 2025 PL Y PP\3. VERIFICAR\SEG_PLAN_ACCION\240193_PC93BA,"Corresponde a personas capacitadas en la Ruta de PP, Talleres de recolección de insumos y estrategia de capacitación a jóevenes de IE",\\nas1\Alcaldia\210-PCIU\21040-S-PPP\U-GestPart-DlloLcal\Cmn-GestPartDlloLcal\PHVA-PL-PP\PHVA 2025 PL Y PP\3. VERIFICAR\SEG_PLAN_ACCION\240193_PC93BA,,,,,,,,,,,,Unidad de Gestión Participativa ,,Secretaría de Participación Ciudadana,240193,Mejoramiento de la Presupuestación Participativa y el Desarrollo Local,1.03,3913626515,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte junio 30 de 2025 ,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Marta Elsy Echeverri ,712.0,,,,,,,
497,Acciones de articulación de actores de  PDL Y PP promovidas,210.0,126.0,3913626515,Promover la articulación entre todos los actores involucrados en el proceso de Planeación del Desarrollo Local y Presupuesto Participativo,712,Secretaría de Participación Ciudadana,"Consejos Comunales y corregimentales de Planeación
JAL
Servidores públicos
Sectores representados en los CCCP",,Pilar 3: Transformación Educativa,4593932802.0,44,82,,,3.2.3 Transparencia y democratización de la Planeación del Desarrollo Local y el Presupuesto Participativo,No,Gobernanza y gobernabilidad,Articulación interinstitucional,"Coordinación, sinergias y alianzas para el fortalecimiento a la ciudadanía",Promover la articulación entre todos los actores involucrados en el proceso de Planeación del Desarrollo Local y Presupuesto Participativo,Indicador de Producto,V1 ,V1: Número de acciones  de articulación de actores de  PDL Y PP promovidas,Instrumentos de registro administrativo de la Unidad de Gestión participativa de la Secretaría de Participación Ciudadana ,Número,Semestral ,2025-06-30 00:00:00,210,2024,Número ,210,2025.0,Incrementar,Flujo,"El avance corresponde a los espacios de aplicación de IAG, pedagogia PP, Acompañamiento a otros actores y acompañamiento a ejecución de proyectos.",\\nas1\Alcaldia\210-PCIU\21040-S-PPP\U-GestPart-DlloLcal\Cmn-GestPartDlloLcal\PHVA-PL-PP\PHVA 2025 PL Y PP\3. VERIFICAR\SEG_PLAN_ACCION\240193_PC93DA,bv,\\nas1\Alcaldia\210-PCIU\21040-S-PPP\U-GestPart-DlloLcal\Cmn-GestPartDlloLcal\PHVA-PL-PP\PHVA 2025 PL Y PP\3. VERIFICAR\SEG_PLAN_ACCION\240193_PC93DA,,,,,,,,,,,,Unidad de Gestión Participativa ,,Secretaría de Participación Ciudadana,240193,Mejoramiento de la Presupuestación Participativa y el Desarrollo Local,1.03,3913626515,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte junio 30 de 2025 ,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Marta Elsy Echeverri ,712.0,,,,,,,
498,,0.0,0.0,0,Fortalecer a los Consejos Comunales y Corregimentales de Planeación para el pleno ejercicio de sus funciones en articulación con sus sectores en el Consejo Distrital de Participación-CDPC y el Consejo Territorial de Planeación,712,Secretaría de Participación Ciudadana,Consejos Comunales y Corregimentales de Planeación,,Pilar 3: Transformación Educativa,0.0,,,,,,No,Reconocimiento y confianza,Legitimidad de los liderazgos,"Coordinación, sinergias y alianzas para el fortalecimiento a la ciudadanía",Fortalecer a los Consejos Comunales y Corregimentales de Planeación para el pleno ejercicio de sus funciones en articulación con sus sectores en el Consejo Distrital de Participación-CDPC y el Consejo Territorial de Planeación,Indicador de Producto,,,,Número,Semestral ,2025-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,Secretaría de Participación Ciudadana,,,,,,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Marta Elsy Echeverri ,712.0,,,,,,,
499,Acciones de Movilización y Difusión de Planeación de Desarrollo Local y Presupuesto Participativo realizadas ,1.0,0.47561,3913626515,Realizar acciones de Movilización y Difusión de Planeación de Desarrollo Local y Presupuesto Participativo como herramienta de participación,712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,4593932802.0,0.1692,0.30641,,,3.2.3 Transparencia y democratización de la Planeación del Desarrollo Local y el Presupuesto Participativo,No,Gobernanza y gobernabilidad,Comunicación pública y gobierno abierto,Promoción y comunicación para la Movilización y la participación ciudadana,Realizar acciones de Movilización y Difusión de Planeación de Desarrollo Local y Presupuesto Participativo como herramienta de participación,Indicador de Producto,V1+V2,"V1: Número de acciones de Movilización  de Planeación de Desarrollo Local y Presupuesto Participativo realizadas

V2: Número de acciones de Difusión de Planeación de Desarrollo Local y Presupuesto Participativo realizadas","Informes de avance por fases y componentes.
de la ruta de PDL Y PP ",Número,Semestral ,2025-06-30 00:00:00,1,2024,Pocentaje,1,2025.0,Incrementar,Flujo,"El avance corresponde a acciones de articulación y movilización actores Internos (MES, Comité estratégico, comité gerencial). Acciones de acompañamiento a actores externos (Jal) y refrendación de acuerdos participativos ruta 2024, aplicación de instrumento anual de gestión y acciones de pedagogia de PP a diferentes actores.",\\nas1\Alcaldia\210-PCIU\21040-S-PPP\U-GestPart-DlloLcal\Cmn-GestPartDlloLcal\PHVA-PL-PP\PHVA 2025 PL Y PP\3. VERIFICAR\SEG_PLAN_INDIC,"El avance corresponde a acciones de articulación y movilización actores Internos (MES, Comité estratégico, comité gerencial). Acciones de acompañamiento a actores externos (Jal) y refrendación de acuerdos participativos ruta 2024, aplicación de instrumento anual de gestión y acciones de pedagogia de PP a diferentes actores, talleres de recoleccion de insumos.",\\nas1\Alcaldia\210-PCIU\21040-S-PPP\U-GestPart-DlloLcal\Cmn-GestPartDlloLcal\PHVA-PL-PP\PHVA 2025 PL Y PP\3. VERIFICAR\SEG_PLAN_INDIC,,,,,,,,,,,,Unidad de Gestión Participativa ,,Secretaría de Participación Ciudadana,240193,Mejoramiento de la Presupuestación Participativa y el Desarrollo Local,1.03,3913626515,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte junio 30 de 2025 ,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Marta Elsy Echeverri ,712.0,,,,,,,
499,"Estrategia de seguimiento de la planeación del desarrollo local y el presupuesto participativo con enfoque de eficiencia y transparencia, actualizada e implementada",60.0,98.65,580216857,Realizar acciones de seguimiento a la implementación de la Ruta Planeación del Desarrollo Local y Presupuesto Participativo,712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,676977342.0,48.44,50.21,,,3.2.3 Transparencia y democratización de la Planeación del Desarrollo Local y el Presupuesto Participativo,No,Gobernanza y gobernabilidad,Comunicación pública y gobierno abierto,"Control Social a lo público, gestión transparente y acceso a la información pública",Realizar acciones de seguimiento a la implementación de la Ruta Planeación del Desarrollo Local y Presupuesto Participativo,Indicador de Producto,    V1(0.20)+V2(0.20)+V3(0.20)+V4(0.12)+V5(0.20)+V6(0.08)                ,"V1: Porcentaje de implementación de acciones de seguimiento a la ejecución de proyectos PP (20%)
V2: Porcentaje de implementación de acciones de seguimiento a la participación ciudadana PDL Y PP (20%)
V3: Porcentaje de implementación de ejercicios de rendición pública de cuentas y control social (20%)
V4: Porcentaje de implementación de acciones de Información y comunicaciones para la participación (12%)
V5: Porcentaje de implementación de acciones de gestión del conocimiento en la implementación de la ruta (20%)
V6: Porcentaje de avance en la implementación de acciones para la consolidación de la estrategia (8%)","Informes de avance por fases y componentes.
Balances  sistema de seguimiento ",Porcentaje ,Semestral ,2025-06-30 00:00:00,35,2023,Porcentaje ,60,2025.0,Incrementar,Acumulado,"Durante el 2024 se alcanzó la meta del 45% de la etrategia de seguimiento, el avance 2025 (3,44%) corresponde a la generación y divulgación de información relacionada con la participación en la implementación de la ruta PDLyPP  , actualización de protocolos de marcación de la ruta y criterios de calidad, actulización en Isolution, participación en encuentros con el DAP para realizar articulacion en torno a la gestión documental, seguimiento físico y financiero de los proyectos con corte a 30 de marzo de 2025, participantes a 30 de abril entorno a la ruta y construccion de estrategia de rendición de cuentas para 2025.",\\nas1\Alcaldia\210-PCIU\21040-S-PPP\U-GestPart-DlloLcal\Cmn-GestPartDlloLcal\PHVA-PL-PP\PHVA 2025 PL Y PP\3. VERIFICAR\SEG_PLAN_INDIC\3.2.3.2 SSE,"El avance corresponde al seguimiento fisico y financiero, Generación y divulgación de información relacionada con la participación en la implementación de la ruta PDLyPP .  Avances en la implementación de la Rendición Pública de Cuentas; Actualización y puesta en funcionamiento de la herramienta tecnológica de gestión   de información.  Visibilización de la Estrategia de Seguimiento y Evaluación. Con corte a junio de 2025",\\nas1\Alcaldia\210-PCIU\21040-S-PPP\U-GestPart-DlloLcal\Cmn-GestPartDlloLcal\PHVA-PL-PP\PHVA 2025 PL Y PP\3. VERIFICAR\SEG_PLAN_INDIC\3.2.3.2 SSE,,,,,,,,,,,,Unidad de Gestión Participativa ,,Secretaría de Participación Ciudadana,240185,Mejoramiento de la Presupuestación Participativa y el Desarrollo Local,0.6,580216857,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte junio 30 de 2025 ,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Marta Elsy Echeverri ,712.0,,,,,,,
501,Procesos de priorización PP  realizados ,1.0,0.094,3913626515,"Priorizar recursos de presupuesto participativo, fortaleciendo el control social, la transparencia en todas las etapas del proceso y la efectiva participación de la ciudadanía",712,Secretaría de Participación Ciudadana,"Ciudadanía en general
Servidores y servidoras públicas",,Pilar 3: Transformación Educativa,4593932802.0,0.0216,0.0724,,,3.2.3 Transparencia y democratización de la Planeación del Desarrollo Local y el Presupuesto Participativo,No,Reconocimiento y confianza,Confianza social y política,Garantías para la participación ciudadana,"Priorizar recursos de presupuesto participativo, fortaleciendo el control social, la transparencia en todas las etapas del proceso y la efectiva participación de la ciudadanía ",Indicador de Producto,V1,V1: Procesos de priorización PP  realizados ,Instrumentos de registro administrativo de la unidad de Gestión Participativa ,Número,Semestral ,2025-06-30 00:00:00,1,2023,Número ,1,2025.0,Incrementar,Flujo,"Se avanza en la elaboración de  Instrumentos Anuales de Planeación - IAG, en la fase de Planeación Participativa y se realiza pedagogía en cuanto a la planeación participativa; los cuales son fundamentales para la ejecución de la priorización participativa.",\\nas1\Alcaldia\210-PCIU\21040-S-PPP\U-GestPart-DlloLcal\Cmn-GestPartDlloLcal\PHVA-PL-PP\PHVA 2025 PL Y PP\3. VERIFICAR\SEG_PLAN_ACCION\240193_PC93EA,"Se ea de  Instrumentos Anuales de Planeación - IAG, en la fase de Planeación Participativa y se realiza pedagogía en cuanto a la planeación participativa; los cuales son fundamentales para la ejecución de la priorización participativa y se realizaron los talleres de recoleccion de insumos.",\\nas1\Alcaldia\210-PCIU\21040-S-PPP\U-GestPart-DlloLcal\Cmn-GestPartDlloLcal\PHVA-PL-PP\PHVA 2025 PL Y PP\3. VERIFICAR\SEG_PLAN_ACCION\240193_PC93EA,,,,,,,,,,,,Unidad de Gestión Participativa ,,Secretaría de Participación Ciudadana,240193,Mejoramiento de la Presupuestación Participativa y el Desarrollo Local,1.03,3913626515,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte junio 30 de 2025 ,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Marta Elsy Echeverri ,712.0,,,,,,,
502,,21.0,0.0,0,"Implementar  estrategias de acompañamiento y cualificación de las capacidades socioemocionales, administrativas y jurídicas a las Juntas Administradoras Locales para su consolidación como promotora eficaz de la  democracia participativa.",712,Secretaría de Participación Ciudadana,Juntas administradoras locales,,Pilar 3: Transformación Educativa,0.0,,,,,,,Agenciamiento y modelos de representación,Habilidades y competencias para el ejercicio de la ciudadanía y los liderazgos,Formación para la ciudadanía activa,"Implementar  estrategias de acompañamiento y cualificación de las capacidades socioemocionales, administrativas y jurídicas a las Juntas Administradoras Locales para su consolidación como promotora eficaz de la  democracia participativa.",Indicador de Producto,,,,Número,Semestral ,2025-06-30 00:00:00,,,,21,2025.0,,,,,,,,,,,,,,,,,,,,Secretaría de Participación Ciudadana,,,,,,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Jhon J. Arredondo,712.0,,,,,,,
503,Juntas Administradoras Locales apoyadas técnica y materialmente en el cumplimiento de sus funciones ,21.0,42.0,3400886416,"Proveer y monitorear el apoyo humano y material a la Juntas Administradoras Locales para el buen ejercicio de sus funciones constitucionales, legales y normativas en pro del desarrollo local.",712,Secretaría de Participación Ciudadana,Juntas administradoras locales,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,50, 60,70,80,90",Pilar 3: Transformación Educativa,6584859523.0,21,21,,,3.2.3 Transparencia y democratización de la Planeación del Desarrollo Local y el Presupuesto Participativo,No,Gobernanza y gobernabilidad,Apoyo público-administrativo a la participación ciudadana,Garantías para la participación ciudadana,"Proveer y monitorear el apoyo humano y material a la Juntas Administradoras Locales para el buen ejercicio de sus funciones constitucionales, legales y normativas en pro del desarrollo local.",Indicador de Producto,V1,V1 : Número de JAL con apoyo técnico y material,Instrumento de seguimiento del desempeño de las JAL,Número,Semestral ,2025-06-30 00:00:00,21,2023,Número ,21,2025.0,Mantener,Flujo,"21 Juntas administradoras Locales del distrito recibieron  apoyo técnico y material , como : Pago de honorarios, seguro de vida , seguridad social , incentivo de transporte, telefonía , acompañamiento, asesoría,  entre otras. ","actas, registros fotográficos, correos electrónicos, oficios, documentos","21 Juntas administradoras Locales del distrito recibieron  apoyo técnico y material , como : Pago de honorarios, seguro de vida , seguridad social , incentivo de transporte, telefonía , acompañamiento, asesoría,  entre otras. ","Actas, informes, documentos, oficios, correos electrónicos",,,,,Femenino y masculino,X,,X,X,,X,Equipo asistencias a Juntas Administradoras Locales,,Secretaría de Participación Ciudadana,240184,Apoyo técnico y material a las Juntas Administradoras Locales,21,3400886416,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte junio 30 de 2025 ,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Jhon J. Arredondo,712.0,,,,,,,
504,Juntas Administradoras Locales que rinden cuentas ,21.0,0.0,0,Promocionar la activa participación y el involucramiento de la ciudadanía en los asuntos públicos locales en toda la gestión de las Juntas Administradoras Locales,712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,0.0,,,,,3.2.3 Transparencia y democratización de la Planeación del Desarrollo Local y el Presupuesto Participativo,No,Reconocimiento y confianza,Confianza social y política,Promoción y comunicación para la Movilización y la participación ciudadana,Promocionar la activa participación y el involucramiento de la ciudadanía en los asuntos públicos locales en toda la gestión de las Juntas Administradoras Locales,Indicador de Producto,V1 ,V1: Número de Juntas Administradoras Locales que rinden cuentas , Registros administrativos generados por el equipo de Asistencia a Juntas Administradoras Locales ,Número,Semestral ,2025-06-30 00:00:00,,,,21,2025.0,,,,,,,,,,,,,,,,,,Equipo asistencias a Juntas Administradoras Locales,,Secretaría de Participación Ciudadana,240184,Apoyo técnico y material a las Juntas Administradoras Locales,,,,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Jhon J. Arredondo,712.0,,,,,,,
505,Procesos y acciones pedagógicas orientadas y acompañadas desde el Sistema de Formación para la Participación Ciudadana,35.0,15.75,1622560150,"Consolidar el Centro de Orientación Pedagógica -COP para orientar a las dependencias de la Alcaldía de Medellín y los entes descentralizados, mediante acciones de asesoría, formación y acompañamiento, en busca del mejoramiento continuo de procesos, en pro de una ciudadanía activa, solidaria, democrática y participativa que incida en sus territorios",712,Secretaría de Participación Ciudadana,Servidores y servidoras públicos,,Pilar 3: Transformación Educativa,1721496837.0,5.05,10.7,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Gobernanza y gobernabilidad,Articulación interinstitucional,Formación para la ciudadanía activa,"Consolidar el Centro de Orientación Pedagógica -COP para orientar a las dependencias de la Alcaldía de Medellín y los entes descentralizados, mediante acciones de asesoría, formación y acompañamiento, en busca del mejoramiento continuo de procesos, en pro de una ciudadanía activa, solidaria, democrática y participativa que incida en sus territorios",Indicador de Producto,V1+V2,"V1: Número de procesos orientados y acompañados bajo los lineamientos del SFPC
V2:  Número de acciones pedagógicas  orientadas y acompañadas bajo los lineamientos del SFPC",Instrumentos de registro administrativo de la unidad de Gestión Formativa ,Número,Semestral ,2025-06-30 00:00:00,120,2023,Número ,35,2025.0,Incrementar,Flujo," Corresponde a las acciones de orientación a través del COP; Inducción corporativa, Comodatos, Recolección de insumos, Apoyo Jal, Unidad VIC, El Lider SOS Vos, entre otros. ", Documentos  de soporte administrativo alojados en la NAS, Corresponde a las acciones de orientación en el marco del Sistema de Formación para la Participación a través del CO.P, Documentos  de soporte administrativo alojados en la NAS,,,,,,,,,,,,Unidad de Gestión Formativa ,,Secretaría de Participación Ciudadana,240187,Desarrollo de estrategias de formación Ciudadana de participación incidente,35,1622560150,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte junio 30 de 2025 ,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Luis David Torres,712.0,,,,,,,
506,Procesos y acciones pedagógicas orientadas y acompañadas desde el Sistema de Formación para la Participación Ciudadana,0.0,0.0,0,Crear mecanismos que permitan la difusión coordinada de la oferta formativa de las diferentes dependencias de la Alcaldía de Medellín y el conglomerado público por parte de la ciudadanía.,712,Secretaría de Participación Ciudadana,Ciudadanía en general,,Pilar 3: Transformación Educativa,0.0,,,,,,No,Gobernanza y gobernabilidad,Comunicación pública y gobierno abierto,Promoción y comunicación para la Movilización y la participación ciudadana,Crear mecanismos que permitan la difusión coordinada de la oferta formativa de las diferentes dependencias de la Alcaldía de Medellín y el conglomerado público por parte de la ciudadanía.,Indicador de Producto,,,,Número,Semestral ,2025-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,Secretaría de Participación Ciudadana,,,,,,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Luis David Torres,712.0,,,,,,,
507,"Grupos etarios, poblacionales y territoriales formados para la participación ciudadana",437.0,181.0,1622560150,"Implementar procesos de formación ciudadana, que propendan por el surgimiento y la promoción de nuevos liderazgos, actores incidentes, miradas territoriales, construcción de agendas y trabajo en redes.",712,Secretaría de Participación Ciudadana,"Niños, niñas, jóvenes, adolescentes, adultos,
Organizaciones sociales",,Pilar 3: Transformación Educativa,1721496837.0,47,134,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,Si,Agenciamiento y modelos de representación,Habilidades y competencias para el ejercicio de la ciudadanía y los liderazgos,Formación para la ciudadanía activa,"Implementar procesos de formación ciudadana, que propendan por el surgimiento y la promoción de nuevos liderazgos, actores incidentes, miradas territoriales, construcción de agendas y trabajo en redes.   ",Indicador de Producto,V1 +V2+V3,"V1: Número de Grupos etarios formados para la participación ciudadana
V2: Número de Grupos poblacionales formados para la participación ciudadana
V3: Número de Grupos Territoriales formados para la participación ciudadana",Sistemas de información de la Subsecretaría de Formación Ciudadana.,Número,Semestral ,2025-06-30 00:00:00,1228,2023,Número ,437,2025.0,Incrementar,Flujo,, Documentos  de soporte administrativo alojados en la NAS,"El avance corresponde a 122 grupos en formación mediante la estrategia NADA DE Nervios , 12 gr4upos de escuela de formación  ciudadna ", Documentos  de soporte administrativo alojados en la NAS,,,,,,,,,,,,Unidad de Gestión Formativa ,,Secretaría de Participación Ciudadana,240187,Desarrollo de estrategias de formación Ciudadana de participación incidente,437,1622560150,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte junio 30 de 2025 ,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Luis David Torres,712.0,,,,,,,
508,Encuentros zonales de formación para la incidencia realizados ,6.0,0.0,1622560150,"Propiciar encuentros zonales de formación para la articulación, la incidencia, y el reconocimiento entre diferentes actores, escenarios e instancias de participación ciudadana",712,Secretaría de Participación Ciudadana,"Ciudadanía vinculada a escenarios, instancias o procesos participativos.",,Pilar 3: Transformación Educativa,1721496837.0,0,0,,,3.2.1 Promoción y garantía del derecho a la participación ciudadana incidente,No,Reconocimiento y confianza,"Reconocimiento social, político e institucional",Formación para la ciudadanía activa,"Propiciar encuentros zonales de formación para la articulación, la incidencia, y el reconocimiento entre diferentes actores, escenarios e instancias de participación ciudadana",Indicador de Producto,V1,V1: Número de encuentros zonales de formación para la incidencia ," Registros administrativos generados para unidad de Gestión Formativa
 Sistema de información de la Subsecretaría de Formación Ciudadana.",Número,Semestral ,2025-06-30 00:00:00, NA ,2023,Número ,6,2025.0,Incrementar,Stock,,La acciones de incidencia tiene lugar una vez culmina n los procesos formativos ,La acciones de incidencia tiene lugar una vez culmina n los procesos formativos ,,,,,,,,,,,,,Unidad de Gestión Formativa ,,Secretaría de Participación Ciudadana,240187,Desarrollo de estrategias de formación Ciudadana de participación incidente,6,1622560150,El reporte corresponde a la totalidad del presupuesto ajustado y ejecutado del proyecto con corte junio 30 de 2025 ,,,SegIndic_PPPC_300625.xlsx,Matriz_MISE_SPC_300625,,,Luis David Torres,712.0,,,,,,,
